context,subject,predicate,object,date,wiki
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-78176381-D4E4-44B6-99A5-A46EDB589211>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-5F473273-4324-4542-B4F3-B6755E00544F>,<http://www.wikidata.org/prop/statement/P1153>,"""57194684276""",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/direct/P2093>,"""Zahra Mazhar""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-4D66BEAD-84A2-4DE5-81A9-A55949B95710>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-5916369F-14C1-43B8-8F29-417AFF8E18DF>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-76249EE0-57C5-4BDD-AC2E-320E5D1EB27C>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""scientific article published on 14 October 2020""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/direct/P577>,"""2020-03-01T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime>",20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/Q57075410>,<http://schema.org/description>,"""onderzoeker""@nl",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/direct/P1433>,<http://www.wikidata.org/entity/Q165583>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/direct/P2860>,<http://www.wikidata.org/entity/Q58525950>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-740742E6-6D52-42D4-B99C-E09F1AE32C67>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""scientific article published in March 2020""@en-ca",20220530,wikidata
<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/entity/Q89848268>,<http://wikiba.se/ontology#statements>,"""4""^^<http://www.w3.org/2001/XMLSchema#integer>",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-2EA7B225-6D71-4AD3-8160-38738E6AB839>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""bilimsel makale""@tr",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/P50>,<http://www.wikidata.org/entity/statement/Q100732071-EFCB4EC4-4AEC-4CD3-B56D-8115F893C171>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""tudom\u00E1nyos cikk""@hu",20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/prop/direct/P108>,<http://www.wikidata.org/entity/Q1137652>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-13D8342D-ECCD-4770-A423-5E142D932D5F>,<http://www.wikidata.org/prop/statement/P1153>,"""8988930500""",20220530,wikidata
<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/entity/statement/Q89848268-77919DCD-6FDB-4BA0-B81E-4B0750EFC7E7>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/direct/P1476>,"""Physiology and philhellenism in the late nineteenth century: The self-fashioning of Emil du Bois-Reymond""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/statement/Q100413009-BDE081D8-CA7A-48E0-BBC8-34383CA84915>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-BD206C5E-0420-4EFA-92FE-6B3377066D65>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/d2edd3e5cbd7b1b21286df87dce4bc4a049434a4>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-9D2D2586-F72F-413F-A54D-F68643305E8A>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-9E06420C-980D-4FF2-9B94-6A75FA5C0079>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/6436793b76d4811833e1fbd4729b137e3dabe645>,20220530,wikidata
<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/prop/P496>,<http://www.wikidata.org/entity/statement/Q89848268-DF410D64-1205-44AE-81C0-E0DCF57B73EE>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-2011B320-FA46-4B82-B6BC-88F79BFB4BF9>,<http://www.wikidata.org/prop/statement/P2093>,"""Carol J Swallow""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-E7125805-781F-4777-9162-00237D87B0C3>,<http://www.wikidata.org/prop/qualifier/P1545>,"""8""",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""scientific article published in March 2020""@en-gb",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P1433>,<http://www.wikidata.org/entity/Q2016300>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-2011B320-FA46-4B82-B6BC-88F79BFB4BF9>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A176ACB4-4E12-4C38-8EC6-92219083C7DB>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""tudom\u00E1nyos cikk""@hu",20220530,wikidata
<http://www.wikidata.org/entity/Q85692908>,<http://www.wikidata.org/entity/Q85692908>,<http://schema.org/description>,"""researcher""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""\u03B5\u03C0\u03B9\u03C3\u03C4\u03B7\u03BC\u03BF\u03BD\u03B9\u03BA\u03CC \u03AC\u03C1\u03B8\u03C1\u03BF""@el",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-486FEF41-A14E-4F1B-8F87-568AE62CBAF0>,<http://www.wikidata.org/prop/statement/value/P577>,<http://www.wikidata.org/value/25e8b6db68c0dac1a34c53fea4ba6ad6>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-2245A3EC-2C72-4E5C-8E39-97D92C17510F>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-8ECCDD23-E1C9-4B6F-ABE6-5DED8397840A>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P2093>,"""James Brierley""",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://wikiba.se/ontology#statements>,"""20""^^<http://www.w3.org/2001/XMLSchema#integer>",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-D7FC5A1C-6439-4D21-BC3E-47D11EBA03FC>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/d2edd3e5cbd7b1b21286df87dce4bc4a049434a4>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-4EB961CD-C21B-48DD-9B47-9EB93C8E07C3>,<http://www.wikidata.org/prop/statement/P1433>,<http://www.wikidata.org/entity/Q15752392>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-A912091E-48AC-4CE2-9070-8ADD7B7AFE77>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""2020\u5E74\u5B66\u672F\u6587\u7AE0""@zh-my",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-CC94DD4B-67F6-412A-BCF3-CF73B5525004>,<http://www.wikidata.org/prop/statement/P2860>,<http://www.wikidata.org/entity/Q47593012>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""artikulong pang-agham""@tl",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/P698>,<http://www.wikidata.org/entity/statement/Q100413010-A67D26AC-B5A3-46DB-A5C1-F290933720D0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-0E8594F4-D48C-4836-90D9-032FE75E6704>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-EFCB4EC4-4AEC-4CD3-B56D-8115F893C171>,<http://www.wikidata.org/prop/qualifier/P1545>,"""13""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-76249EE0-57C5-4BDD-AC2E-320E5D1EB27C>,<http://www.wikidata.org/prop/statement/P577>,"""2020-10-14T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime>",20220530,wikidata
<http://www.wikidata.org/entity/Q85692908>,<http://www.wikidata.org/entity/statement/Q85692908-3666C36E-BD69-4AD7-B1B8-FDFED9996B77>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-CABCAF8B-6BB9-4030-9E76-BAB5663E908A>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/direct/P2860>,<http://www.wikidata.org/entity/Q58340389>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-ADDFDF91-5185-4980-8542-9A3352035727>,<http://www.wikidata.org/prop/qualifier/P1545>,"""9""",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/P304>,<http://www.wikidata.org/entity/statement/Q100413010-0E8594F4-D48C-4836-90D9-032FE75E6704>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-8613496C-9B4B-4370-BA5B-202130EF3FA5>,<http://www.wikidata.org/prop/statement/P1476>,"""Chemoradiotherapy Using Carboplatin plus Paclitaxel versus Cisplatin plus Fluorouracil for Esophageal or Gastroesophageal Junction Cancer""@en",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/direct/P2860>,<http://www.wikidata.org/entity/Q56066887>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-714EDF02-130C-4B77-B864-23495396E898>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/direct/P2093>,"""James M Briggs""",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/direct/P2860>,<http://www.wikidata.org/entity/Q74687763>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-714EDF02-130C-4B77-B864-23495396E898>,<http://www.wikidata.org/prop/statement/P2093>,"""Husna Karaboga""",20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-9658C2E8-475D-4D06-94A4-E2E8C49293A9>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P921>,<http://www.wikidata.org/entity/Q415588>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-782732D9-303C-4ACD-9A45-C347F033EDF9>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A48027D5-5B6A-49DA-9DC3-2E3A935E5189>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-15048ECE-880B-4282-8369-E171BDD33401>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/direct/P2093>,"""Shivangi Srivastava""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-8613496C-9B4B-4370-BA5B-202130EF3FA5>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A67D26AC-B5A3-46DB-A5C1-F290933720D0>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-7BC18874-3529-45B8-9CB2-C25E27D7ED58>,<http://www.wikidata.org/prop/qualifier/P1545>,"""13""",20220530,wikidata
<http://www.wikidata.org/entity/Q85692908>,<http://www.wikidata.org/entity/statement/Q85692908-408F7F2E-25F5-469C-8DDF-7F575EE77A70>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""artikulong pang-agham""@tl",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-740742E6-6D52-42D4-B99C-E09F1AE32C67>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""\u03B5\u03C0\u03B9\u03C3\u03C4\u03B7\u03BC\u03BF\u03BD\u03B9\u03BA\u03CC \u03AC\u03C1\u03B8\u03C1\u03BF""@el",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-A3D92386-DF88-4EBB-8AA1-C98F1E88B945>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/statement/Q100732071-BD206C5E-0420-4EFA-92FE-6B3377066D65>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A67D26AC-B5A3-46DB-A5C1-F290933720D0>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-78991D44-8261-416F-9FBE-2CB48CF02B17>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-7A63E370-DFCA-4A64-8937-62132DD2AEB1>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/0723282bb80042897ca697416c050b4bf7fb5428>,20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-B871EE57-D24A-4EEC-997E-85AC27CBE816>,<http://www.wikidata.org/prop/qualifier/P512>,<http://www.wikidata.org/entity/Q787674>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-B2A96FEC-0E7D-48EA-A9DC-9F7EE150D001>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""articol \u0219tiin\u021Bific""@ro",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-D99DC560-800D-4062-BDF9-9B46B677E721>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A542666D-B027-4934-A1D6-E35EFEBBDBA8>,<http://www.wikidata.org/prop/statement/P2860>,<http://www.wikidata.org/entity/Q58340389>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-A3D92386-DF88-4EBB-8AA1-C98F1E88B945>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/fbbdd86412041cab6ce293502269ce457f1f52a0>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A542666D-B027-4934-A1D6-E35EFEBBDBA8>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-78991D44-8261-416F-9FBE-2CB48CF02B17>,<http://wikiba.se/ontology#rank>,<http://wikiba.se/ontology#NormalRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/direct/P698>,"""33053548""",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/P2093>,<http://www.wikidata.org/entity/statement/Q100541859-AB92A0D6-8032-4BDC-89F6-272C4085DEAE>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-C9CF884B-2182-44CF-B0EA-80B339F9B7C9>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/6436793b76d4811833e1fbd4729b137e3dabe645>,20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-B871EE57-D24A-4EEC-997E-85AC27CBE816>,<http://www.wikidata.org/prop/qualifier/value/P582>,<http://www.wikidata.org/value/f173a4bbb6ef13fa3fae7f68209fe5b3>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/P2093>,<http://www.wikidata.org/entity/statement/Q100413010-3A55D8C7-2DA6-49F8-8628-333AE14C78CE>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""artigo cient\u00EDfico""@pt-br",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-622CD61B-6BF7-4830-AE03-FCE9CB0B7924>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/6436793b76d4811833e1fbd4729b137e3dabe645>,20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/prop/P50>,<http://www.wikidata.org/entity/statement/Q100413010-2245A3EC-2C72-4E5C-8E39-97D92C17510F>,20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-B0F2CEBE-D978-4F31-95DF-4AF64A605C50>,<http://www.wikidata.org/prop/qualifier/P512>,<http://www.wikidata.org/entity/Q752297>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-D99DC560-800D-4062-BDF9-9B46B677E721>,<http://www.wikidata.org/prop/statement/P2093>,"""Stephanie Moignard""",20220530,wikidata
<http://www.wikidata.org/entity/Q30347498>,<http://www.wikidata.org/entity/statement/Q30347498-78176381-D4E4-44B6-99A5-A46EDB589211>,<http://www.wikidata.org/prop/statement/P6178>,"""01311457441.73""",20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-84E95925-F668-447B-97F2-1A13A86F3FB9>,<http://www.w3.org/ns/prov#wasDerivedFrom>,<http://www.wikidata.org/reference/45250c0467a4c9530ab03f3610378db7e5847e0e>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""bilimsel makale""@tr",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/statement/Q100413010-A2357319-94DC-493C-BC99-50352E5FC933>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/prop/P921>,<http://www.wikidata.org/entity/statement/Q100541859-2210699F-D7CC-4E3F-80D7-0D43EBD344D4>,20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/Q100541859>,<http://schema.org/description>,"""2020\uB144 \uB17C\uBB38""@ko",20220530,wikidata
<http://www.wikidata.org/entity/Q100541859>,<http://www.wikidata.org/entity/statement/Q100541859-5916369F-14C1-43B8-8F29-417AFF8E18DF>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/statement/Q57075410-1583FF8B-0BD6-4FCE-BF1C-6F36E3372CDC>,<http://www.wikidata.org/prop/statement/P106>,<http://www.wikidata.org/entity/Q1650915>,20220530,wikidata
<http://www.wikidata.org/entity/Q89848268>,<http://www.wikidata.org/entity/statement/Q89848268-DF410D64-1205-44AE-81C0-E0DCF57B73EE>,<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>,<http://wikiba.se/ontology#BestRank>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""\u043C\u0430\u049B\u043E\u043B\u0430\u0438 \u0438\u043B\u043C\u04E3""@tg-cyrl",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""artigo cient\u00EDfico""@gl",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""b\u00E0i b\u00E1o khoa h\u1ECDc""@vi",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""\u10E1\u10D0\u10DB\u10D4\u10EA\u10DC\u10D8\u10D4\u10E0\u10DD \u10E1\u10E2\u10D0\u10E2\u10D8\u10D0""@ka",20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/prop/P2093>,<http://www.wikidata.org/entity/statement/Q100732071-E22E2678-B0AF-4BE4-9390-8D870DEBF018>,20220530,wikidata
<http://www.wikidata.org/entity/Q100732071>,<http://www.wikidata.org/entity/Q100732071>,<http://schema.org/description>,"""\u043D\u0430\u0443\u0447\u043D\u0438 \u0447\u043B\u0430\u043D\u0430\u043A""@sr",20220530,wikidata
<http://www.wikidata.org/entity/Q100413010>,<http://www.wikidata.org/entity/Q100413010>,<http://schema.org/description>,"""\u043D\u0430\u0443\u0447\u043D\u0430 \u0441\u0442\u0430\u0442\u0438\u044F""@bg",20220530,wikidata
<http://www.wikidata.org/entity/Q100413009>,<http://www.wikidata.org/entity/statement/Q100413009-BDE081D8-CA7A-48E0-BBC8-34383CA84915>,<http://www.wikidata.org/prop/statement/P31>,<http://www.wikidata.org/entity/Q5>,20220530,wikidata
<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/entity/Q57075410>,<http://www.wikidata.org/prop/direct/P1153>,"""7005508415""",20220530,wikidata
